#{"t_start": 1774748762.8616533, "env_id": "AstroExploration-v0"}
r,l,t
-982.871346,1802,2295.636664
-992.079861,707,2301.379845
-984.466337,2623,2349.573453
-991.405571,838,2355.96986
-987.360929,1016,2363.96233
-976.648965,876,2371.141297
-981.140368,926,2378.220062
-981.396596,2445,2397.64043
-981.21981,1145,2407.039051
-987.581154,888,2414.300732
-989.124568,800,2420.834742
-980.184688,1216,2460.364277
-936.554175,1150,2469.645489
-974.07081,704,2475.092943
-989.987833,582,2479.863703
-974.513689,921,2487.004523
-988.541231,694,2492.700305
-972.315125,940,2500.513019
-983.535315,896,2507.397081
-982.447668,814,2513.952994
-983.853632,468,2517.687439
-991.563731,957,2525.737913
-991.554978,571,2530.514021
-989.21325,742,2568.083591
-988.349551,1029,2576.528145
-986.013107,787,2583.434362
-983.166393,1451,2595.625592
-975.749168,766,2602.179684
-983.87189,1046,2610.388906
-988.431416,736,2616.125384
-984.239876,1172,2625.456597
-973.693363,952,2633.085201
-991.281539,618,2637.873102
-982.892944,1608,2695.060964
-991.316624,874,2702.098358
-980.236644,781,2708.550894
-987.790969,1582,2721.501995
-984.803747,840,2727.959574
-989.475109,767,2734.359715
-989.147191,824,2741.461618
-980.906464,1081,2749.982653
-981.993147,646,2755.109766
-986.403175,757,2761.34712
-977.847787,1069,2770.195148
-988.627282,960,2786.200032
-983.496884,767,2792.585262
-983.218548,956,2800.310195
-984.099448,864,2807.048404
-986.878304,1498,2819.460785
-985.410946,601,2824.295413
-991.731439,632,2829.503583
-972.949952,817,2835.845556
-983.980087,1246,2846.417498
-972.313965,1409,2857.831811
-953.874387,1182,2874.386992
-994.617338,836,2881.162945
-974.747909,928,2888.648444
-988.467943,921,2896.024814
-995.396376,475,2900.020488
-978.931656,1409,2911.426307
-985.364449,315,2913.883154
-978.519744,852,2920.888306
-989.884221,1269,2931.250649
-987.06227,2253,2949.505361
-979.219826,2022,2987.929465
-977.137583,1056,2996.79733
-992.203173,1405,3010.907573
-965.125867,1018,3019.271554
-990.901792,661,3024.488414
-985.274445,754,3030.999521
-991.338134,756,3036.999529
-981.758515,912,3044.678452
-981.894871,883,3051.996277
-983.896484,650,3058.085274
-952.251983,1671,4158.498089
-980.751516,787,4164.721048
-966.436662,1208,4174.558741
-982.086729,954,4182.597713
-984.555451,912,4190.128726
-976.887494,1266,4200.116979
-990.817465,727,4205.994498
-974.398284,1131,4215.28941
-996.975975,1813,4244.448774
-959.737014,975,4252.644755
-994.065723,1031,4261.074168
-981.491538,1538,4274.028841
-993.71418,1201,4283.956429
-989.132006,430,4287.177876
