#{"t_start": 1775161074.3318264, "env_id": "AstroExploration-v0"}
r,l,t
-89.068808,1007,1110.66233
-91.296532,646,1113.693806
-89.192422,775,1137.338682
-92.171272,710,1141.506815
-84.686515,1278,1147.934751
-93.84457,1074,1153.352068
-90.804269,1191,1159.437468
-74.15068,1102,1175.435159
-43.994519,1916,1187.398641
-92.389381,2085,1198.977316
-81.150981,982,1218.03431
-62.169939,869,1222.671288
-89.354351,1107,1228.39382
-81.094997,999,1233.165877
-88.887608,622,1236.096279
-93.208079,1008,1247.317244
-94.059064,904,1252.609842
-91.826636,1083,1258.357258
-92.501054,705,1262.101744
-88.868682,834,1266.156635
-92.008552,1189,1279.387826
-74.987157,1221,1286.320649
-87.736107,657,1289.829856
-90.847497,912,1294.983076
-10.666714,1299,1301.17419
-89.169891,757,1304.796705
-89.598806,800,1317.976598
-89.722973,708,1322.099544
-92.369678,1478,1329.359434
-87.08638,735,1332.89918
-84.203124,993,1339.552004
-92.337442,671,1353.772028
-84.933964,1673,1363.4351
-87.16335,1145,1369.971797
-86.444635,661,1373.226355
-66.837176,1101,1378.579938
-76.308438,872,1390.180595
-84.174617,1895,1400.740396
-93.454824,781,1404.562196
-90.356521,1061,1410.227918
-78.933824,676,1421.870457
-85.337254,628,1426.038291
-92.349233,867,1431.581472
-92.165353,1384,1440.783035
-91.627706,842,1445.685913
-91.664615,1020,1451.580215
-81.820195,685,1463.43295
-91.336707,701,1468.069779
-92.07161,850,1472.387438
-87.491841,887,1477.609469
-75.259652,1250,1483.850869
-82.977629,733,1497.092464
-90.20759,959,1502.945906
-57.865649,1145,1509.147518
-88.233016,1589,1518.134524
-90.383721,898,1522.557401
-89.277567,699,1535.428463
-87.325424,738,1539.91969
-90.099293,1393,1548.160717
-90.703613,993,1553.093076
-91.011335,971,1557.943797
-92.952478,1028,1570.772159
-79.225687,584,1574.505711
-93.006759,673,1578.246747
-90.103285,1146,1585.08388
-91.043045,687,1588.592576
-85.156161,1205,1594.681159
-84.755393,1560,1612.504943
-92.839234,699,1616.149039
-91.732736,675,1620.373847
-91.834408,3021,1651.417677
-85.939055,1938,1663.193535
-88.228633,988,1668.268978
-74.224752,2856,1698.87904
-91.82205,1514,1709.414436
-27.386962,832,1714.507215
-32.541263,939,1720.193266
-59.298564,782,1736.940496
-89.290801,871,1742.428571
-45.399408,802,1746.781885
-48.054447,1650,1755.295961
-76.238916,1155,1770.842085
-76.484836,885,1776.583579
-70.807059,1105,1782.892074
-88.549077,992,1788.765203
-87.197932,749,1792.689301
-77.899452,1334,1812.87967
-84.231929,947,1818.746543
-68.060743,792,1824.111914
-62.411695,1045,1830.804474
-85.474098,691,1834.436136
-90.230626,1042,1839.900202
-91.697478,1244,1855.5394
-89.234613,987,1861.249004
-88.289827,560,1865.21371
-89.378258,675,1868.839969
-77.285476,1002,1874.139687
-60.35441,846,1878.62756
-71.61238,965,1892.434721
-84.106752,732,1896.93117
72.715784,1026,1903.512922
58.165715,1491,1911.449096
-81.008644,1849,1933.228509
-86.416243,1102,1940.79209
-89.877205,794,1946.678036
-86.256494,877,1952.15689
-90.787684,874,1957.577021
-84.203514,1696,1977.975838
-92.409239,916,1983.039616
-84.466249,1486,1991.017148
-86.858427,965,1996.289748
-72.495607,1234,2010.029468
-74.903518,1817,2021.485801
-93.75772,1024,2027.082779
-88.477368,704,2030.913413
-80.023074,920,2045.433039
-74.232676,1750,2056.377072
2.453519,2308,2069.535358
-91.637547,1411,2087.35922
-92.372039,624,2091.484198
-78.943161,1329,2099.891704
-93.785924,713,2103.886115
-34.834876,2526,2129.288486
-51.891416,1468,2138.571784
-89.224054,1009,2144.430432
-84.081695,1292,2152.192508
-94.0339,897,2166.939755
-91.569522,1618,2178.697267
-87.071607,773,2183.911595
-40.365149,1031,2190.658711
-92.735953,895,2207.12414
-89.56502,809,2212.16678
-53.801751,916,2217.924825
-28.711168,1413,2225.677071
-90.10292,1164,2232.083242
-89.21411,814,2242.707525
-90.701839,1084,2250.065248
-76.298782,978,2256.096165
-90.489152,1037,2261.818551
-59.841283,858,2266.583348
-77.725717,1030,2279.338644
-66.369873,938,2285.227141
-28.415585,1696,2295.452094
-79.117846,1047,2301.322001
-21.006603,1257,2316.1555
-63.133102,1367,2324.818243
-78.046804,732,2329.58895
-90.499088,665,2333.458807
-88.49224,981,2338.992816
-77.086809,1024,2344.684679
-64.805733,1356,2359.48383
-90.35413,1647,2369.756253
-90.013056,1025,2375.543696
-88.742664,767,2379.782067
-82.301445,903,2394.823657
-82.63294,784,2400.879844
-54.124981,949,2407.777668
-58.861797,1353,2417.26742
-93.814158,865,2422.888166
-55.097714,890,2436.94116
-92.767701,789,2442.293847
7.881953,1390,2450.847131
