episode,reward,episode_length
1,282.0971568361234,798
2,97.08913475207295,608
3,206.17685840863126,671
4,32.27472597062936,551
5,102.00975601394069,628
6,-34.94468306449855,548
7,40.785878739585456,644
8,82.40060922297907,648
9,88.77057930499272,625
10,-16.258854318469616,547
11,187.28546070853304,677
12,-41.638958344298786,587
13,-29.197122995225527,622
14,157.08494556087814,840
15,-31.5562432904148,548
16,-20.773961418716695,612
17,122.51977853984414,653
18,187.0527150061258,746
19,115.00591411834301,720
20,83.6324362744837,571
21,258.2677751239447,958
22,126.43175624921477,730
23,254.90959606157918,657
24,14.03661783003001,601
25,207.6884839469877,801
26,61.77776714380826,570
27,324.768722462454,1199
28,25.91485762323066,631
29,589.5137458058911,1211
30,-26.43686341319855,550
31,-39.12786873854198,529
32,49.83682647605312,605
33,100.52238659482353,699
34,130.96358892184833,702
35,7.81693384948845,543
36,199.23277948613435,775
37,36.9033011264836,591
38,25.382595297134216,627
39,67.39246664284349,581
40,42.930972961007825,600
41,29.76428550844092,654
42,193.16800726922432,806
43,-44.7652307982172,520
44,42.164817129261436,607
45,-31.678467682807806,513
46,91.99892133099463,741
47,60.0601797634809,563
48,-27.940758647265014,517
49,131.91335371852924,682
50,-37.11509116753476,513
51,108.33352458639104,681
52,186.35713598269817,706
53,31.27048992416084,636
54,120.26305850584839,685
55,110.67285788396723,691
56,16.818424144274744,694
57,173.88681640905827,756
58,285.8045370051142,1131
59,228.74678101051555,970
60,70.27452211766523,627
61,169.85819906988587,663
62,156.48932988481138,750
63,139.97851023324844,740
64,61.43146369380169,666
65,288.6415630119126,727
66,347.9545582135724,1244
67,119.27856327982904,852
68,142.48863649749939,776
69,212.5773645584616,716
70,82.32305583664797,688
71,290.3773004250189,828
72,329.37060184693723,979
73,195.00003463475147,813
74,243.96088165322448,852
75,93.22969975110496,699
76,140.75189199900632,795
77,778.6099117334584,1791
78,202.65892112241403,817
79,7.407482449335006,643
80,231.64189299891666,992
81,257.75524041945243,1004
82,-45.39371929266016,569
83,121.90920115178005,777
84,261.0143701885241,900
85,284.3903918938148,865
86,294.0765714135676,1159
87,209.11108747930706,864
88,193.25608153593578,794
89,76.72353214422441,793
90,787.3238931589228,1316
91,301.4499178707938,1006
92,48.35467048348917,623
93,203.8651141577243,801
94,245.4997535151291,976
95,286.15521272375895,1097
96,887.3894856875646,2264
97,128.08980549262301,700
98,109.31799598690954,782
99,381.7180015498059,1118
100,48.517099090891975,681
101,388.70828093158707,1020
102,416.70963754362333,1231
103,36.984511135889136,783
104,418.1432806766533,1268
105,181.99714133539527,789
106,135.90202856852213,722
107,52.9145218371179,708
108,100.53714792221945,721
109,9.89463855436452,796
110,7.822391136859224,707
111,108.79885290216248,751
112,163.29163481977014,837
113,19.76754024783081,610
114,213.02526578286646,875
115,79.03940827777404,841
116,300.7355631966329,1022
117,138.0821215286513,885
118,10.487871016686341,628
119,236.94302716216828,878
120,21.429956675766263,713
121,509.1339120558126,2059
122,145.99435530900004,804
123,60.8559443316567,667
124,94.79640227857077,808
125,77.72161406220275,636
126,154.82876478760926,823
127,156.96020651851785,817
128,125.88998686972545,700
129,170.60517694796914,762
130,105.46041397538401,821
131,38.123311639270014,709
132,472.3754493882004,1185
133,66.25631459152227,702
134,84.53751134968694,785
135,107.14334586545829,799
136,1061.977442265428,1813
137,43.87475494581621,698
138,23.695562372599085,625
139,232.26940694700585,963
140,45.91816006158784,775
141,89.16302682562906,704
142,114.9485389504486,748
143,46.23119832449609,623
144,541.2198769830721,1079
145,156.92559192030444,851
146,-17.17350122286844,664
147,146.1866865055526,858
148,313.08574512654786,930
149,44.17452842862858,760
150,-20.724487614509925,597
151,69.57365589792262,673
152,25.31809430605901,598
153,68.40349483148557,589
154,139.46690973807782,713
155,-14.547529025551867,605
156,88.26970689513765,802
157,41.4966948179279,633
158,14.617196596658346,659
159,-65.88266427864811,517
160,-2.161548337499198,671
161,-14.178957032114738,598
162,127.08096376653208,673
163,193.6669241717193,999
164,155.3901916797956,793
165,74.23947601644419,731
166,125.00453553306544,754
167,174.01156702928517,619
168,56.76073694637705,803
169,59.194438550887824,845
170,58.26211853746024,854
171,-5.342473260989252,601
172,195.23281587820793,946
173,32.22825368718816,658
174,141.9183954260592,825
175,75.23594257005915,684
176,122.19145694609776,847
177,47.73479608439172,711
178,62.23513641579247,693
179,11.459677220917186,688
180,85.65792660314375,729
181,156.14172294291694,878
182,131.28646036959066,754
183,306.68310466578083,1032
184,34.16394263317801,691
185,72.136000975146,666
186,109.49612408120453,701
187,25.99539285139896,579
188,488.46689790746365,1570
189,123.99355197301585,690
190,146.98164298129453,902
191,139.7477061965728,815
192,96.49526251882557,684
193,88.30662026087505,642
194,92.52517847013004,708
195,6.48989055978015,644
196,92.75450975903968,734
197,98.88639352689982,811
198,304.46293113470097,1119
199,-73.68319578816669,525
200,-10.24928151802871,710
201,254.04475756724867,928
202,115.37966081013559,885
203,177.09034689793373,898
204,86.75910960608996,736
205,79.16709380731035,603
206,361.80296078398885,1263
207,279.7300886103624,889
208,80.56001038257374,653
209,165.4233389173374,794
210,79.36374061893392,751
211,66.20747706279346,650
212,-20.272710990376154,626
213,105.14790700070405,828
214,69.78555371336286,547
215,376.99866995849345,951
216,17.00796951225297,624
217,169.13837701437586,786
218,117.76474092064096,684
219,223.60679489089085,772
220,51.77059036492486,674
221,-8.869742466351099,615
222,12.588733210348536,616
223,67.02613906571641,687
224,-2.4960588042512484,570
225,276.02322863155007,817
226,86.08249107265964,775
227,22.800676145431552,637
228,79.89564788169986,674
229,-13.852694843286713,614
230,-77.72739494563784,555
231,4.125943481299814,561
232,79.96366039737794,666
233,-84.5234246077333,570
234,-31.691735614026,657
235,1.9258975859165162,582
236,-67.06681119862023,549
237,36.0152164519519,665
238,48.69676193646866,717
239,167.91932695927875,725
240,136.05936062816846,846
241,10.657965301164253,557
242,15.130659906328447,617
243,19.186017913152952,641
244,438.80716417826534,998
245,319.31587684245295,954
246,-98.46549913580841,523
247,101.04901036952582,852
248,-14.90994359473585,716
249,325.8407018432305,887
250,18.31186442008223,618
251,414.1567057068862,1130
252,358.5883495629514,1303
253,92.73928817477518,618
254,-81.32834334095409,561
255,131.49939251189028,895
256,181.33363678714417,631
257,94.76009688300742,717
258,207.06677586682082,871
259,276.8431942781188,870
260,41.902895978368846,616
261,145.79594572021136,779
262,349.90934229026976,1105
263,48.876654990026296,712
264,185.61071450324818,840
265,226.4542815706867,895
266,8.213346720225346,576
267,-95.09733434969776,539
268,115.64410479157367,780
269,122.56240450798332,758
270,-44.56442628343378,616
271,178.1428199897398,798
272,51.770149677179944,616
273,115.62330381268252,761
274,215.85383083779197,873
275,-17.705861946879523,651
276,42.453897507282065,638
277,-40.20655912455548,608
278,25.378934471937114,676
279,59.560648896130246,811
280,228.92499034015134,901
281,51.04966467469389,633
282,-8.211786847666517,730
283,-1.4339032507517828,567
284,100.11330679660233,811
285,24.971912328841555,636
286,-6.256811479668741,700
287,6.692081424715312,611
288,121.65430427542317,771
289,-28.34467357140602,609
290,-63.9205943131435,676
291,183.088765693881,793
292,11.7968971887355,589
293,335.4088345711759,811
294,59.77556521317821,659
295,2.200482435465986,543
296,125.64896110940374,711
297,48.390821901868875,765
298,170.71880667145717,850
299,98.17216676002347,682
300,231.9041954918481,939
301,26.610508237004836,662
302,39.979575338352774,739
303,87.9220548571041,697
304,256.9910727540848,907
305,54.76360977862373,666
306,-89.65056576260938,642
307,73.31055062471684,702
308,251.36933038888324,897
309,117.60802104707798,817
310,48.43128440691255,693
311,247.25931537719276,911
312,11.105970693364142,668
313,-18.417102984419103,741
314,-20.22973334828015,617
315,192.93447784815365,895
316,-81.67117558012954,653
317,303.7391086695854,850
318,237.77010829373143,990
319,139.5866807462113,786
320,113.86398322225585,780
321,167.44819669377551,785
322,98.44539514257848,667
323,149.20377287588275,695
324,-43.020886402123644,687
325,-99.56936606444945,545
326,-23.939301941512355,687
327,48.13731618943093,616
328,83.70400099788465,735
329,87.83604759969737,642
330,-99.65735221585814,515
331,-99.63493811315232,562
332,-99.57518339455714,506
333,151.68603587809292,883
334,-99.5896737230439,538
335,273.23846650781434,1012
336,811.4700680233286,1582
337,2.7954519241574616,689
338,-8.83472579220394,626
339,-90.1548467675739,611
340,-24.41984624806672,574
341,109.22638243363595,616
342,-99.65960012718976,532
343,252.50892142268563,915
344,94.14269803336138,815
345,-58.54197453219566,647
346,47.49057692037037,634
347,-37.04601898795651,574
348,417.66258864471564,1725
349,89.17428815747725,783
350,51.429296119797954,683
351,110.5734321119355,688
352,130.43405331872478,706
353,-72.80129699584825,630
354,187.20678753081938,850
355,-43.60006488471556,618
356,-41.3599644264569,677
357,308.3166639887275,952
358,120.51511218537169,735
359,96.69813803074511,911
360,240.2273345977187,1020
361,89.48919647025917,960
362,331.36399964060234,1074
363,-74.4766948392932,717
364,165.3224945474716,754
365,84.46433011947019,812
366,222.19462284173878,919
367,72.5676058209108,813
368,192.25990422796076,767
369,109.15302927207952,939
370,33.164419935624906,825
371,264.4846399459086,905
372,81.79392422010052,703
373,278.35635873111386,960
374,334.93557316990757,1033
375,104.455838571365,701
376,-40.249984840606395,645
377,-32.63428214469772,663
378,357.50382812603164,1536
379,164.1936817435702,843
380,212.73648285288664,838
381,-19.048253991090732,777
382,-52.76874810543956,690
383,245.43807491715316,967
384,28.663648431195483,656
385,85.21955743434944,696
386,880.4799760318529,1782
387,295.1295107547379,1053
388,218.02276294011034,794
389,69.26777996862337,790
390,375.64972665271586,1107
391,269.7072499924866,980
392,374.82188948624906,1379
393,153.75559355487508,872
394,49.983830461301636,687
395,49.454438613082445,693
396,347.5482456160979,1014
397,125.29958247413391,815
398,897.4321428718584,1432
399,375.8024673442188,1120
400,55.487609895625425,663
401,257.8277979114621,1100
402,295.6219073243167,964
403,173.5104409153775,820
404,196.08986781610128,815
405,177.82021367443662,859
406,412.81754065549967,1237
407,282.0299013377118,1040
408,121.19339988439836,736
409,-3.6381852737821134,591
410,458.984727733041,1444
411,235.33834558095907,913
412,20.109579541043075,706
413,602.1541174475419,1475
414,42.33171800373265,599
415,270.4350276304408,919
416,417.7881911221433,1139
417,119.6522838046869,724
418,189.4195771949839,799
419,80.7897429324117,665
420,209.73176897437605,849
421,93.30458804059998,694
422,253.24780870019927,900
423,231.9189540459261,924
424,170.39928546930497,833
425,697.2615578330491,1918
426,509.20424863801384,1186
427,104.11548020443819,607
428,353.1287797620813,1046
429,256.5566643868177,847
430,381.7124724219957,1280
431,169.45215562328235,770
432,345.8908572264616,1083
433,72.15973947357729,779
434,336.32532045916275,950
435,2.105902236524983,562
436,535.5935226263413,1565
437,62.853463166435986,735
438,280.8994295876742,895
439,-52.05917064325872,590
440,-33.02212963384855,553
441,83.1231474301987,921
442,748.4167973397382,1593
443,260.6622260654628,898
444,227.13310748820396,651
445,834.0808202243949,1510
446,149.0016865047063,763
447,688.249139696884,1182
448,476.93623302706135,962
449,488.63852472995393,948
450,122.17293740403444,787
451,381.9640341529443,1074
452,154.2301885373219,641
453,291.536060389333,682
454,252.38893480294104,1105
455,483.99241565601375,1189
456,389.1781479123312,996
457,-95.33048529030395,567
458,90.689066976328,656
459,533.5059474990898,1114
460,760.325536626171,1144
461,198.05815785250292,890
462,301.48273563471395,932
463,-86.11049513370358,539
464,227.0496748802521,936
465,-92.57311411375382,536
466,-38.34161839645745,543
467,-80.35641468155283,483
468,-94.06435485171116,530
469,718.4384391233498,1846
470,271.21294188231883,950
471,-97.84325643606074,502
472,-99.5027372708478,498
473,-99.38196240997523,490
474,740.6437042992163,1361
475,-33.56881916321194,570
