timesteps,success,collision,out_of_bounds
280475,0,0,1
281504,0,0,1
285050,0,0,1
286080,0,0,1
287348,0,0,1
288202,0,0,1
289330,0,0,1
290027,0,0,1
290945,0,0,1
292500,0,0,1
293680,0,0,1
294323,0,0,1
295497,0,0,1
296946,0,0,1
297734,0,0,1
298621,0,0,1
299273,0,0,1
300788,0,0,1
302126,0,0,1
303203,0,0,1
303773,0,0,1
304761,0,0,1
305541,0,0,1
306500,0,0,1
307265,0,0,1
308076,0,0,1
309250,0,0,1
309951,0,0,1
310610,0,0,1
311669,0,0,1
312338,0,0,1
314018,0,0,1
314748,0,0,1
315874,0,0,1
316826,0,0,1
319317,0,0,1
319820,0,0,1
321012,0,0,1
321725,0,0,1
323692,0,0,1
324483,0,0,1
325237,0,0,1
326939,0,0,1
327978,0,0,1
329290,0,0,1
331320,0,0,1
332297,0,0,1
333615,0,0,1
335036,0,0,1
336856,0,0,1
337646,0,0,1
338267,0,0,1
338861,0,0,1
340035,0,0,1
342412,0,0,1
344655,0,0,1
345600,0,0,1
347310,0,0,1
348197,0,0,1
349027,0,0,1
349862,0,0,1
351697,0,0,1
352492,0,0,1
353788,0,0,1
354548,0,0,1
355878,0,0,1
356715,0,0,1
358175,0,0,1
359227,0,0,1
359552,0,1,0
360533,0,0,1
361653,0,0,1
363657,0,0,1
364669,0,0,1
366051,0,0,1
366945,0,0,1
368384,0,0,1
369069,0,0,1
370964,0,0,1
371623,0,0,1
372284,0,0,1
373101,0,0,1
373922,0,0,1
375243,0,0,1
376485,0,0,1
378136,0,0,1
378895,0,0,1
380264,0,0,1
381600,0,0,1
382501,0,0,1
383887,0,0,1
384839,0,0,1
385848,0,0,1
386690,0,0,1
387737,0,0,1
389049,0,0,1
390163,0,0,1
391521,0,0,1
393069,0,0,1
394000,0,0,1
395061,0,0,1
395944,0,0,1
397662,0,0,1
398768,0,0,1
399408,0,0,1
400797,0,0,1
402554,0,0,1
403841,0,0,1
404816,0,0,1
405508,0,0,1
406295,0,0,1
407293,0,0,1
408756,0,0,1
409736,0,0,1
410260,0,0,1
411349,0,0,1
412360,0,0,1
413249,0,0,1
414498,0,0,1
415203,0,0,1
415973,0,0,1
416719,0,0,1
417703,0,0,1
418409,0,0,1
419811,0,0,1
420676,0,0,1
421804,0,0,1
422626,0,0,1
423627,0,0,1
424701,0,0,1
425431,0,0,1
427436,0,0,1
428233,0,0,1
429145,0,0,1
430216,0,0,1
431788,0,0,1
432946,0,0,1
433746,0,0,1
434763,0,0,1
436548,0,0,1
437406,0,0,1
438166,0,0,1
439058,0,0,1
440164,0,0,1
441876,0,0,1
443062,0,0,1
443904,0,0,1
444598,0,0,1
445883,0,0,1
446502,0,0,1
447605,0,0,1
448739,0,0,1
449567,0,0,1
450810,0,0,1
451903,0,0,1
453023,0,0,1
454068,0,0,1
454718,0,0,1
455550,0,0,1
456399,0,0,1
458173,0,0,1
459121,0,0,1
460005,0,0,1
460994,0,0,1
462562,0,0,1
463677,0,0,1
464439,0,0,1
465672,0,0,1
466791,0,0,1
467746,0,0,1
468617,0,0,1
469922,0,0,1
471019,0,0,1
471794,0,0,1
472726,0,0,1
473576,0,0,1
475197,0,0,1
476792,0,0,1
478277,0,0,1
480109,0,0,1
481098,0,0,1
482094,0,0,1
483477,0,0,1
484741,0,0,1
485992,0,0,1
486843,0,0,1
487568,0,0,1
488717,0,0,1
489588,0,0,1
490375,0,0,1
491305,0,0,1
492368,0,0,1
493079,0,0,1
494263,0,0,1
494981,0,0,1
495952,0,0,1
497026,0,0,1
498676,0,0,1
499335,0,0,1
