#{"t_start": 1774768984.4436972, "env_id": "AstroExploration-v0"}
r,l,t
-998.464505,586,1080.22816
-999.039902,1056,1085.815774
-994.038152,988,1091.364553
-999.368907,1073,1096.826307
-998.025825,1524,1104.658944
-983.071789,1522,1112.672847
-994.584143,1038,1127.606706
-997.507707,537,1130.295767
-1000.243131,1388,1137.560331
-992.030119,1091,1142.940605
-994.564768,2295,1154.738293
-1000.297679,1250,1161.48249
-997.571631,1939,1171.705087
-996.986412,874,1176.133778
-991.786853,897,1188.655643
-999.846546,886,1193.062433
-999.577192,756,1197.134037
-984.448019,1820,1206.370821
-991.020692,851,1211.091433
-999.473533,1137,1217.191819
-997.914107,876,1221.777309
-991.687922,931,1226.457623
-982.051298,1173,1232.904601
-998.310042,1175,1248.228371
-1000.067986,1807,1257.928988
-998.181476,1049,1263.298592
-993.902814,856,1268.191954
-999.199924,1581,1276.789996
-999.195566,1068,1282.538933
-999.022638,1085,1288.458736
-995.894722,955,1293.284337
-999.301328,1171,1299.711112
-997.893138,696,1324.190373
-998.867116,1028,1329.887522
-998.998985,633,1333.113371
-998.946308,1115,1339.258639
-999.945009,1221,1345.42113
-997.095999,595,1348.897226
-990.291049,749,1352.658525
-987.424387,954,1358.002074
-994.773381,775,1361.908172
-993.993991,1076,1367.758665
-1000.12792,1543,1391.771517
-997.9727,638,1394.951281
-999.96001,900,1399.943557
-999.645686,680,1403.377529
-997.196484,1330,1410.591136
-999.548087,466,1412.95716
-992.971627,1088,1418.909881
-1000.1625,1306,1425.537769
-997.893346,915,1430.635417
-997.96684,643,1433.869343
-999.415491,910,1438.931572
-989.65603,1396,1456.537608
-999.625105,630,1460.103147
-999.41486,1062,1465.515794
-999.548644,830,1470.235213
-995.529453,1228,1476.527752
-999.181901,633,1480.269634
-999.209612,645,1483.554247
-989.529175,791,1488.045648
-997.414779,1146,1493.907836
-999.367719,532,1496.734879
-997.849047,821,1501.286247
-996.696122,739,1505.070486
-999.713907,744,1522.860957
-994.811848,1659,1531.718346
-999.385244,822,1535.87758
-998.848123,776,1541.491738
-999.988311,983,1546.650038
-995.284247,1956,1557.511914
-994.176707,892,1562.126449
-988.763372,851,1566.504226
-992.8774,2033,1586.785073
-983.357466,1217,1593.343172
-1000.363792,1263,1600.377662
-992.120665,1281,1607.364197
-999.550353,886,1612.011775
-998.687596,697,1615.611668
-990.307715,1358,1623.094045
-999.513627,562,1626.013384
-999.343674,1206,1633.062821
-996.618982,1652,1652.181231
-999.671096,1172,1658.706803
-1000.091738,1224,1664.982863
-996.44865,728,1669.221341
-998.894976,1445,1676.883017
-999.776057,1201,1683.418895
-997.694072,677,1687.480066
-992.806443,865,1692.095139
-982.155283,1377,1699.901379
-998.107573,1036,1705.446017
-999.515373,670,1718.42677
-992.748599,1151,1724.493321
-987.630086,1565,1733.140184
-999.311966,1472,1741.344455
-998.04238,1135,1747.768199
-999.455048,935,1752.712563
-997.717112,1006,1758.517543
-999.06048,666,1762.030851
-998.287452,1496,1781.297031
-995.338484,1161,1787.847506
-999.608075,700,1791.523774
-996.556649,1207,1798.332957
-993.793299,968,1803.440131
-1000.198104,1170,1810.076434
-998.962247,703,1813.78207
-999.59585,929,1819.156584
-996.900072,1108,1824.964455
-998.634315,665,1828.950333
-999.770971,1009,1834.26954
-994.030971,821,1845.883861
-995.997564,796,1850.416497
-998.419241,722,1854.183772
-995.279326,705,1858.390125
-999.134796,1333,1865.431386
-998.928011,895,1870.660783
-997.970209,741,1874.54872
-998.914929,1116,1880.904732
-999.617112,1241,1888.060503
-997.172508,655,1891.623437
-998.476562,951,1896.736233
-998.186512,592,1907.364507
-997.875462,1271,1914.126829
-998.660013,1804,1924.134537
-988.932219,958,1929.668018
-983.831095,2559,1943.700581
-999.117617,883,1948.930604
-981.503565,1594,1957.921353
-995.374409,1498,1976.569297
-995.91053,1279,1983.83326
-984.334586,844,1988.915393
-998.985133,1366,1996.181302
-990.70632,1302,2003.764873
-999.060628,983,2009.499012
-999.273059,1071,2015.242846
-993.371825,790,2019.942752
-996.596949,882,2024.643206
-998.288945,1364,2040.187066
-990.785687,1153,2046.334236
-998.254609,1102,2053.014985
-990.025213,1199,2059.879169
-999.517909,1186,2066.244287
-993.054555,857,2071.399889
-995.798789,856,2076.044
-980.327715,1060,2082.500328
-998.598835,1104,2088.982834
-986.985348,1146,2104.185233
-994.63562,1465,2112.599977
-998.903718,1598,2121.719945
-992.593954,1602,2130.901514
-974.695813,837,2135.440693
-996.638925,1239,2142.658773
-995.120591,1948,2153.724818
-985.083851,912,2159.204958
-989.870913,935,2176.470541
-992.607331,1029,2182.529202
-997.834114,940,2188.116541
-995.352832,967,2193.354451
-997.504199,1179,2200.300939
-985.872899,1214,2207.282449
-996.227591,1190,2213.834019
-992.88626,1146,2220.661298
-992.001786,573,2223.79726
-996.853489,820,2228.79323
-995.272625,1276,2243.79849
-977.838686,1615,2253.207622
-970.436787,1274,2261.086637
-996.173534,1245,2268.407224
-997.855542,804,2272.819261
-995.871494,918,2278.321183
-988.612478,1198,2284.943792
-994.801844,147,2285.782738
-998.505816,871,2291.018983
-999.162767,1041,2303.15569
-998.242693,69,2303.540027
-994.596422,628,2307.406479
-998.782059,949,2312.747531
-998.923632,1932,2323.868975
-990.570016,891,2329.283259
-993.876163,1399,2337.385871
-997.526361,706,2341.372068
-992.864826,600,2344.66976
-984.922794,1449,2353.216675
-997.893852,1114,2368.523349
-999.684991,1409,2376.363869
-983.766127,944,2382.146912
-997.174319,530,2385.124802
-991.852203,922,2390.765459
-996.353332,716,2394.722355
-999.187306,994,2400.683712
-999.09321,605,2404.036611
-993.053425,744,2408.655087
-991.519211,1525,2417.583113
-995.673427,1021,2423.292154
-998.979208,685,2433.620197
-996.506149,686,2437.867379
-997.721012,2023,2449.584407
-999.614996,941,2454.796279
-998.050155,1017,2460.956748
-998.666455,822,2465.507843
-982.183897,1460,2474.131113
-997.360428,1298,2481.8491
-984.782741,1768,2499.715121
-991.232933,1631,2509.28732
-999.41818,1101,2515.395681
-993.117336,2760,2531.847882
-998.872401,1231,2539.241537
-998.784327,1232,2546.140711
-994.21246,2528,2572.026241
-998.16987,585,2575.312827
-999.477189,763,2580.123096
-987.622179,804,2584.662133
-998.154794,891,2590.164088
-989.155405,1575,2599.857919
-986.113564,1233,2607.104256
-994.917939,1032,2613.161504
-988.434399,1221,2620.586787
-999.0268,666,2624.29319
-999.788322,2217,2649.177407
-970.873281,1136,2655.49706
-998.057646,1375,2663.682865
-997.514494,1119,2670.660511
-988.171745,1091,2677.210711
-992.474041,1014,2683.110191
-994.029854,1015,2689.3056
-995.809138,945,2694.620786
-995.078737,882,2705.484711
-996.41155,955,2711.487262
-989.854126,1679,2721.59554
-997.526576,643,2725.215475
-995.309065,675,2729.537806
-994.312061,997,2735.109986
-998.51815,840,2740.484806
-999.917487,1666,2750.364415
-999.189011,892,2755.420636
-999.93218,1736,2772.025209
-996.919059,1336,2780.07582
-999.518017,918,2785.30897
-996.791218,1097,2792.050005
-989.610746,1065,2798.518222
-999.085646,738,2802.735503
-990.981569,1003,2808.908325
-993.721418,773,2813.307396
-978.108604,1707,2823.435111
-993.627098,810,2828.489639
-995.670956,678,2835.874607
-998.831868,679,2840.1344
-997.551879,1553,2849.35749
-979.33579,1177,2855.965237
-998.510989,1034,2862.542491
-999.461825,1046,2868.923889
-998.976439,751,2873.124141
-997.294008,609,2876.561424
-995.513789,1164,2883.553492
-994.655458,767,2888.501906
-999.219321,1293,2910.742731
-998.577953,550,2913.821476
-999.637841,1552,2923.045571
-997.707006,1592,2932.496497
-997.732771,1335,2940.516231
-998.9153,608,2943.944102
-999.866517,2143,2956.45528
-997.956692,729,2961.028814
