timesteps,success,collision,out_of_bounds
306497,0,0,1
307231,0,0,1
309324,0,0,1
310246,0,0,1
311843,0,0,1
312586,0,0,1
314838,0,0,1
316037,0,0,1
317252,0,0,1
318912,0,0,1
320069,0,0,1
321341,0,0,1
322289,0,0,1
322954,0,0,1
324146,0,0,1
325329,0,0,1
326821,0,0,1
328095,0,0,1
328802,0,0,1
329962,0,0,1
330943,0,0,1
332485,0,0,1
332917,0,0,1
334482,0,0,1
335343,0,0,1
336207,0,0,1
337398,0,0,1
338257,0,0,1
339652,0,0,1
340435,0,0,1
342899,0,0,1
344347,0,0,1
345348,0,0,1
346001,0,0,1
347607,0,0,1
348778,0,0,1
349849,0,0,1
350816,0,0,1
352083,0,0,1
353160,0,0,1
353732,0,0,1
354816,0,0,1
355719,0,0,1
356795,0,0,1
358059,0,0,1
359141,0,0,1
360469,0,0,1
361566,0,0,1
362479,0,0,1
363337,0,0,1
364227,0,0,1
365061,0,0,1
365718,0,0,1
366564,0,0,1
367773,0,0,1
367984,0,1,0
368685,0,0,1
369774,0,0,1
371215,0,0,1
371884,0,0,1
372933,0,0,1
373932,0,0,1
375914,0,0,1
378436,0,0,1
379299,0,0,1
380085,0,0,1
381873,0,0,1
382998,0,0,1
384040,0,0,1
384783,0,0,1
386441,0,0,1
387285,0,0,1
388005,0,0,1
389206,0,0,1
390646,0,0,1
391440,0,0,1
392422,0,0,1
392932,0,0,1
393563,0,0,1
394316,0,0,1
395654,0,0,1
396917,0,0,1
398255,0,0,1
399580,0,0,1
399661,0,1,0
400316,0,0,1
401111,0,0,1
401762,0,0,1
402772,0,0,1
403918,0,0,1
404647,0,0,1
405771,0,0,1
407345,0,0,1
407880,0,0,1
409003,0,0,1
410076,0,0,1
411420,0,0,1
412137,0,0,1
413054,0,0,1
414599,0,0,1
416241,0,0,1
417318,0,0,1
418614,0,0,1
419553,0,0,1
420287,0,0,1
420931,0,0,1
421632,0,0,1
424558,0,0,1
425745,0,0,1
426503,0,0,1
427485,0,0,1
428594,0,0,1
429931,0,0,1
430700,0,0,1
431850,0,0,1
433414,0,0,1
434716,0,0,1
436755,0,0,1
437696,0,0,1
438423,0,0,1
440654,0,0,1
441386,0,0,1
442228,0,0,1
443805,0,0,1
444859,0,0,1
446058,0,0,1
447190,0,0,1
448520,0,0,1
449651,0,0,1
450940,0,0,1
451632,0,0,1
452611,0,0,1
453817,0,0,1
455292,0,0,1
457326,0,0,1
458462,0,0,1
459402,0,0,1
460158,0,0,1
461286,0,0,1
463052,0,0,1
464250,0,0,1
465714,0,0,1
467351,0,0,1
468258,0,0,1
470323,0,0,1
471827,0,0,1
472017,0,1,0
473042,0,0,1
473754,0,0,1
474536,0,0,1
475812,0,0,1
476731,0,0,1
476832,0,1,0
477582,0,0,1
478592,0,0,1
479610,0,0,1
480684,0,0,1
482926,0,0,1
484213,0,0,1
485410,0,0,1
486125,0,0,1
487227,0,0,1
487919,0,0,1
488713,0,0,1
489395,0,0,1
490671,0,0,1
492485,0,0,1
493677,0,0,1
494386,0,0,1
495010,0,0,1
496097,0,0,1
497486,0,0,1
498871,0,0,1
499612,0,0,1
