#{"t_start": 1774747743.7785292, "env_id": "AstroExploration-v0"}
r,l,t
-993.871314,599,2822.760822
-993.455573,1174,2831.537519
-990.865646,769,2848.188207
-994.469472,907,2854.741311
-994.08585,812,2860.930723
-992.293079,937,2878.808259
-993.37329,682,2884.14361
-993.188307,671,2889.317615
-994.044822,1195,2906.985572
-994.288342,591,2911.452165
-994.503234,1553,2931.014184
-993.178175,1150,2973.961897
-995.175717,1091,2982.19228
-994.221192,1014,3000.491184
-995.455948,1122,3008.854283
-992.301629,818,3025.502331
-995.526163,633,3030.202342
-995.275098,905,3036.569784
-994.947209,662,3052.121924
-995.271002,737,3057.508761
-991.354304,1018,3075.671839
-995.739439,630,3080.52211
-991.854782,717,3110.640298
-994.794447,750,3127.013861
-990.4735,1100,3135.161505
-992.885808,668,3140.748729
-992.732324,838,3155.759365
-993.330417,610,3160.017895
-993.445415,752,3173.635519
-992.135116,680,3178.639631
-990.078066,687,3183.417989
-992.030375,652,3197.137343
-986.438609,754,3202.630594
-991.487233,599,3206.863346
-992.482491,716,3221.565508
-993.388205,931,3250.098663
-995.195938,601,3254.115636
-992.304053,658,3267.778932
-995.891018,2552,3295.19626
-993.639959,1122,3303.360619
-994.711062,723,3317.604996
-993.808343,716,3322.676337
-993.119057,644,3327.13023
-992.639506,601,3340.452049
-992.024694,1152,3348.332258
-994.548316,594,3360.847867
-994.656983,1187,3394.852119
-989.117276,658,3399.679514
-990.830581,883,3415.020366
-992.454636,825,3421.067337
-991.274553,709,3435.357589
-993.822224,668,3440.314162
-992.230914,1014,3447.08893
-994.202863,672,3460.151627
-992.389168,768,3465.142189
-994.375432,620,3469.608364
-994.561721,576,3482.429824
-993.693857,711,3487.625701
-995.92703,593,3491.795088
-995.567141,950,3526.4016
-997.11694,1041,3533.837905
-993.023588,702,3548.43118
-996.459742,782,3553.885175
-997.11735,1151,3569.953766
-996.021315,628,3574.085007
-996.036388,695,3578.926409
-995.714208,638,3592.233454
-996.585206,686,3597.054592
-996.630129,847,3603.474143
-997.181406,764,3618.926439
-995.193737,620,3623.078987
-995.73307,825,3628.859831
-995.823655,664,3666.837953
-995.068016,619,3671.230333
-994.637395,629,3675.26686
-994.799139,864,3689.545451
-995.360659,1143,3696.939034
-995.008583,612,3709.453468
-995.108803,912,3715.474433
-995.826923,1006,3732.048982
-995.909358,534,3735.59884
-996.340787,684,3740.525179
-996.745554,634,3744.744277
-993.347844,1141,3762.102927
-993.039487,740,3767.009512
-996.58329,528,3796.042897
-994.250358,645,3800.478718
-996.677313,941,3806.80288
-996.019885,1068,3823.185664
-995.856241,638,3827.597505
-996.396612,1190,3844.788905
-996.430348,525,3848.582419
-996.021547,730,3853.471796
-996.093329,708,3867.981907
-997.247603,1538,3887.463344
-996.679385,1470,3897.559761
-996.561981,1273,3936.280343
-996.432414,933,3942.913663
-995.913762,948,3958.452442
-995.622519,835,3964.120475
-994.379533,1068,3979.915401
-995.155617,919,3985.827684
-993.919324,876,4000.674409
-995.640151,624,4004.90828
-994.883353,1262,4024.826308
-995.59682,870,4031.210209
-995.274218,1017,4052.990252
-993.997856,726,4066.941606
-994.278708,1219,4076.17364
-993.21567,670,4088.972893
-992.423122,773,4093.980213
-994.955231,1010,4108.688754
-994.838106,960,4114.940651
-994.93788,793,4120.323196
-995.266749,657,4133.409851
-994.797117,769,4138.643619
-996.013251,932,4152.858874
-994.516761,603,4156.752437
