#{"t_start": 1774755924.179576, "env_id": "AstroExploration-v0"}
r,l,t
-978.24411,993,1042.451534
-981.061194,776,1045.205678
-984.37383,774,1048.411858
-991.664664,895,1051.653127
-990.101671,919,1054.955645
-980.083084,754,1057.952163
-989.546215,977,1061.935799
-988.362242,690,1064.533059
-980.676701,861,1068.179072
-958.286082,998,1071.800533
-982.91496,1295,1076.446913
-981.135566,2314,1099.469429
-975.708627,1155,1103.760165
-983.032582,817,1106.800105
-982.608267,598,1109.342219
-984.355977,867,1112.4831
-982.661583,1072,1116.500852
-990.85018,1381,1121.891533
-993.355738,856,1125.021021
-993.801763,1407,1135.302306
-986.341815,1078,1139.5694
-981.113247,1094,1143.567916
-995.300926,432,1145.131273
-985.110086,936,1148.825124
-996.367942,1453,1154.290048
-993.455128,1192,1159.029834
-990.281263,647,1161.41349
-992.898033,884,1164.644456
-979.994443,959,1168.799236
-993.588203,889,1172.121734
-981.867216,1195,1205.424518
-990.771145,936,1209.222936
-994.691415,736,1211.951233
-982.007513,929,1215.384404
-975.251651,1222,1220.388304
-993.466204,466,1222.108308
-986.704737,711,1224.774959
-992.114878,689,1227.598782
-989.115336,917,1231.044087
-982.592796,869,1234.381543
-994.321646,1029,1238.680175
-986.549806,1258,1247.482299
-990.184281,945,1251.047863
-978.034298,706,1253.791598
-996.19628,710,1256.449955
-991.39535,916,1260.208347
-968.428077,1518,1265.883139
-995.325587,726,1268.939638
-991.176871,1762,1275.639258
-992.246869,1469,1281.475948
-995.418769,787,1305.568977
-994.570398,1315,1310.852703
-989.220512,914,1314.290768
-995.397151,642,1316.693717
-996.066709,1390,1322.369598
-986.832713,736,1325.134459
-986.115851,933,1329.017643
-988.980984,950,1332.586793
-990.872629,1068,1336.607417
-975.859192,1117,1341.301379
-995.990227,907,1350.810602
-991.703966,1159,1355.333228
-994.357772,807,1358.75143
-993.032325,896,1362.156886
-984.761696,307,1363.357751
-993.392684,1141,1368.733182
-990.097941,733,1372.306582
-993.108627,789,1375.871344
-986.251695,1731,1383.822815
-995.249952,960,1388.441358
-995.126922,2091,1404.745035
-997.233956,1506,1411.884995
-994.660241,836,1415.584465
-996.264494,1267,1420.864565
-993.258865,2100,1429.365483
-994.112153,912,1432.857516
-993.151473,812,1436.008116
-994.950511,1395,1441.813057
-996.145539,1015,1449.442606
-995.002948,1316,1454.940128
-995.107366,817,1458.50077
-996.849093,891,1461.969594
-998.371038,1332,1467.383173
-985.530785,1109,1471.961645
-994.644796,726,1474.84975
-996.657292,866,1478.614388
-991.169791,1043,1482.673558
-998.1709,692,1485.408287
-991.868738,674,2171.911711
-996.298029,646,2174.563943
-995.063973,671,2177.513766
-996.411355,806,2180.816879
-995.364979,654,2183.411158
-998.154537,981,2187.598838
-997.702801,690,2190.455308
-995.683223,790,2193.611276
-995.537327,1170,2198.633192
-994.676529,833,2201.997467
-992.459689,879,2205.541533
-988.249679,996,2209.946856
-996.618862,789,2227.167019
-992.040109,1308,2232.550659
-992.963163,2224,2241.882632
-989.342469,871,2245.44019
-989.378235,768,2248.89368
-993.151444,623,2251.410137
-990.844421,547,2253.600864
-989.721065,1173,2258.792688
-997.376146,848,2262.234099
-992.246745,825,2265.626293
-991.602532,1341,2274.056502
